108	bType#int	reduction
109	int#int	move
110	varDef#Ident	reduction
111	Ident#Ident	move
112	argVarDef#=	reduction
113	=#=	move
114	initVal#(	reduction
115	exp#(	reduction
116	assignExp#(	reduction
117	(#(	move
118	exp#Ident	reduction
119	assignExp#Ident	reduction
120	Ident#Ident	move
121	callFunc#+	reduction
122	mulExpAtom#+	reduction
123	addExpAtom#+	reduction
124	+#+	move
125	mulExp#Ident	reduction
126	Ident#Ident	move
127	callFunc#)	reduction
128	mulExpAtom#)	reduction
129	addExpAtom#)	reduction
130	relExpAtom#)	reduction
131	eqExpAtom#)	reduction
132	assignExpAtom#)	reduction
133	)#)	move
134	mulExpAtom#*	reduction
135	*#*	move
136	unaryExp#Ident	reduction
137	Ident#Ident	move
138	callFunc#,	reduction
139	mulExpAtom#,	reduction
140	addExpAtom#,	reduction
141	relExpAtom#,	reduction
142	eqExpAtom#,	reduction
143	assignExpAtom#,	reduction
144	argVarDecl#,	reduction
145	,#,	move
146	varDef#Ident	reduction
147	Ident#Ident	move
148	argVarDef#=	reduction
149	=#=	move
150	initVal#(	reduction
151	exp#(	reduction
152	assignExp#(	reduction
153	(#(	move
154	exp#Ident	reduction
155	assignExp#Ident	reduction
156	Ident#Ident	move
157	callFunc#*	reduction
158	mulExpAtom#*	reduction
159	*#*	move
160	unaryExp#Ident	reduction
161	Ident#Ident	move
162	callFunc#)	reduction
163	mulExpAtom#)	reduction
164	addExpAtom#)	reduction
165	relExpAtom#)	reduction
166	eqExpAtom#)	reduction
167	assignExpAtom#)	reduction
168	)#)	move
169	mulExpAtom#*	reduction
170	*#*	move
171	unaryExp#(	reduction
172	(#(	move
173	exp#Ident	reduction
174	assignExp#Ident	reduction
175	Ident#Ident	move
176	callFunc#/	reduction
177	mulExpAtom#/	reduction
178	/#/	move
179	unaryExp#Ident	reduction
180	Ident#Ident	move
181	callFunc#)	reduction
182	mulExpAtom#)	reduction
183	addExpAtom#)	reduction
184	relExpAtom#)	reduction
185	eqExpAtom#)	reduction
186	assignExpAtom#)	reduction
187	)#)	move
188	mulExpAtom#;	reduction
189	addExpAtom#;	reduction
190	relExpAtom#;	reduction
191	eqExpAtom#;	reduction
192	assignExpAtom#;	reduction
193	argVarDecl#;	reduction
194	;#;	move
195	compUnit#int	reduction
196	decl#int	reduction
197	varDecl#int	reduction
198	bType#int	reduction
199	int#int	move
200	varDef#Ident	reduction
201	Ident#Ident	move
202	argVarDef#=	reduction
203	=#=	move
204	initVal#(	reduction
205	exp#(	reduction
206	assignExp#(	reduction
207	(#(	move
208	exp#Ident	reduction
209	assignExp#Ident	reduction
210	Ident#Ident	move
211	callFunc#%	reduction
212	mulExpAtom#%	reduction
213	%#%	move
214	unaryExp#Ident	reduction
215	Ident#Ident	move
216	callFunc#)	reduction
217	mulExpAtom#)	reduction
218	addExpAtom#)	reduction
219	relExpAtom#)	reduction
220	eqExpAtom#)	reduction
221	assignExpAtom#)	reduction
222	)#)	move
223	mulExpAtom#*	reduction
224	*#*	move
225	unaryExp#(	reduction
226	(#(	move
227	exp#Ident	reduction
228	assignExp#Ident	reduction
229	Ident#Ident	move
230	callFunc#-	reduction
231	mulExpAtom#-	reduction
232	addExpAtom#-	reduction
233	-#-	move
234	mulExp#Ident	reduction
235	Ident#Ident	move
236	callFunc#)	reduction
237	mulExpAtom#)	reduction
238	addExpAtom#)	reduction
239	relExpAtom#)	reduction
240	eqExpAtom#)	reduction
241	assignExpAtom#)	reduction
242	)#)	move
243	mulExpAtom#,	reduction
244	addExpAtom#,	reduction
245	relExpAtom#,	reduction
246	eqExpAtom#,	reduction
247	assignExpAtom#,	reduction
248	argVarDecl#,	reduction
249	,#,	move
250	varDef#Ident	reduction
251	Ident#Ident	move
252	argVarDef#;	reduction
253	argVarDecl#;	reduction
254	;#;	move
255	compUnit#int	reduction
256	decl#int	reduction
257	varDecl#int	reduction
258	bType#int	reduction
259	int#int	move
260	varDef#Ident	reduction
261	Ident#Ident	move
262	argVarDef#,	reduction
263	argVarDecl#,	reduction
264	,#,	move
265	varDef#Ident	reduction
266	Ident#Ident	move
267	argVarDef#=	reduction
268	=#=	move
269	initVal#(	reduction
270	exp#(	reduction
271	assignExp#(	reduction
272	(#(	move
273	exp#Ident	reduction
274	assignExp#Ident	reduction
275	Ident#Ident	move
276	callFunc#%	reduction
277	mulExpAtom#%	reduction
278	%#%	move
279	unaryExp#Ident	reduction
280	Ident#Ident	move
281	callFunc#)	reduction
282	mulExpAtom#)	reduction
283	addExpAtom#)	reduction
284	relExpAtom#)	reduction
285	eqExpAtom#)	reduction
286	assignExpAtom#)	reduction
287	)#)	move
288	mulExpAtom#-	reduction
289	addExpAtom#-	reduction
290	-#-	move
291	mulExp#Ident	reduction
292	Ident#Ident	move
293	callFunc#;	reduction
294	mulExpAtom#;	reduction
295	addExpAtom#;	reduction
296	relExpAtom#;	reduction
297	eqExpAtom#;	reduction
298	assignExpAtom#;	reduction
299	argVarDecl#;	reduction
300	;#;	move
301	compUnit#struct	reduction
302	structDef#struct	reduction
303	struct#struct	move
304	structType#Ident	reduction
305	Ident#Ident	move
306	{#{	move
307	structBlockElem#struct	reduction
308	structDecl#struct	reduction
309	struct#struct	move
310	structType#Ident	reduction
311	Ident#Ident	move
312	varDef#Ident	reduction
313	Ident#Ident	move
314	argVarDef#;	reduction
315	argVarDecl#;	reduction
316	;#;	move
317	structBlockElem#}	reduction
318	}#}	move
319	structVar#Ident	reduction
320	Ident#Ident	move
321	argStructVar#;	reduction
322	;#;	move
323	compUnit#struct	reduction
324	structDef#struct	reduction
325	struct#struct	move
326	structType#Ident	reduction
327	Ident#Ident	move
328	{#{	move
329	structBlockElem#}	reduction
330	}#}	move
331	structVar#Ident	reduction
332	Ident#Ident	move
333	argStructVar#,	reduction
334	,#,	move
335	Ident#Ident	move
336	argStructVar#;	reduction
337	;#;	move
338	compUnit#union	reduction
339	unionDef#union	reduction
340	union#union	move
341	unionType#Ident	reduction
342	Ident#Ident	move
343	{#{	move
344	unionBlockElem#union	reduction
345	unionDecl#union	reduction
346	union#union	move
347	unionType#Ident	reduction
348	Ident#Ident	move
349	varDef#Ident	reduction
350	Ident#Ident	move
351	argVarDef#;	reduction
352	argVarDecl#;	reduction
353	;#;	move
354	unionBlockElem#}	reduction
355	}#}	move
356	unionVar#Ident	reduction
357	Ident#Ident	move
358	argUnionVar#,	reduction
359	,#,	move
360	Ident#Ident	move
361	argUnionVar#,	reduction
362	,#,	move
363	Ident#Ident	move
364	argUnionVar#;	reduction
365	;#;	move
366	compUnit#union	reduction
367	unionDef#union	reduction
368	union#union	move
369	unionType#Ident	reduction
370	Ident#Ident	move
371	{#{	move
372	unionBlockElem#}	reduction
373	}#}	move
374	unionVar#Ident	reduction
375	Ident#Ident	move
376	argUnionVar#,	reduction
377	,#,	move
378	Ident#Ident	move
379	argUnionVar#,	reduction
380	,#,	move
381	Ident#Ident	move
382	argUnionVar#;	reduction
383	;#;	move
384	compUnit#void	reduction
385	funcDef#void	reduction
386	funcType#void	reduction
387	void#void	move
388	Ident#Ident	move
389	(#(	move
390	funcFParams#union	reduction
391	funcFParam#union	reduction
392	union#union	move
393	unionType#Ident	reduction
394	Ident#Ident	move
395	Ident#Ident	move
396	argFunctionF#,	reduction
397	,#,	move
398	funcFParam#union	reduction
399	union#union	move
400	unionType#Ident	reduction
401	Ident#Ident	move
402	Ident#Ident	move
403	argFunctionF#,	reduction
404	,#,	move
405	funcFParam#union	reduction
406	union#union	move
407	unionType#Ident	reduction
408	Ident#Ident	move
409	Ident#Ident	move
410	argFunctionF#)	reduction
411	)#)	move
412	block#{	reduction
413	{#{	move
414	blockItem#switch	reduction
415	switchBlock#switch	reduction
416	switch#switch	move
417	(#(	move
418	unaryExp#Ident	reduction
419	Ident#Ident	move
420	callFunc#)	reduction
421	)#)	move
422	{#{	move
423	caseBlock#case	reduction
424	case#case	move
425	constExp#INT	reduction
426	INT#INT	move
427	mulExpAtom#:	reduction
428	addExpAtom#:	reduction
429	relExpAtom#:	reduction
430	eqExpAtom#:	reduction
431	assignExpAtom#:	reduction
432	:#:	move
433	{#{	move
434	switchBlockElem#union	reduction
435	unionDecl#union	reduction
436	union#union	move
437	unionType#Ident	reduction
438	Ident#Ident	move
439	varDef#Ident	reduction
440	Ident#Ident	move
441	argVarDef#=	reduction
442	=#=	move
443	initVal#(	reduction
444	exp#(	reduction
445	assignExp#(	reduction
446	(#(	move
447	exp#Ident	reduction
448	assignExp#Ident	reduction
449	Ident#Ident	move
450	callFunc#%	reduction
451	mulExpAtom#%	reduction
452	%#%	move
453	unaryExp#Ident	reduction
454	Ident#Ident	move
455	callFunc#)	reduction
456	mulExpAtom#)	reduction
457	addExpAtom#)	reduction
458	relExpAtom#)	reduction
459	eqExpAtom#)	reduction
460	assignExpAtom#)	reduction
461	)#)	move
462	mulExpAtom#+	reduction
463	addExpAtom#+	reduction
464	+#+	move
465	mulExp#Ident	reduction
466	Ident#Ident	move
467	callFunc#;	reduction
468	mulExpAtom#;	reduction
469	addExpAtom#;	reduction
470	relExpAtom#;	reduction
471	eqExpAtom#;	reduction
472	assignExpAtom#;	reduction
473	argVarDecl#;	reduction
474	;#;	move
475	blockItem#union	reduction
476	switchBlockElem#union	reduction
477	unionDecl#union	reduction
478	union#union	move
479	unionType#Ident	reduction
480	Ident#Ident	move
481	varDef#Ident	reduction
482	Ident#Ident	move
483	argVarDef#=	reduction
484	=#=	move
485	initVal#Ident	reduction
486	exp#Ident	reduction
487	assignExp#Ident	reduction
488	Ident#Ident	move
489	callFunc#-	reduction
490	mulExpAtom#-	reduction
491	addExpAtom#-	reduction
492	-#-	move
493	mulExp#Ident	reduction
494	Ident#Ident	move
495	callFunc#,	reduction
496	mulExpAtom#,	reduction
497	addExpAtom#,	reduction
498	relExpAtom#,	reduction
499	eqExpAtom#,	reduction
500	assignExpAtom#,	reduction
501	argVarDecl#,	reduction
502	,#,	move
503	varDef#Ident	reduction
504	Ident#Ident	move
505	argVarDef#=	reduction
506	=#=	move
507	initVal#-	reduction
508	exp#-	reduction
509	assignExp#-	reduction
510	-#-	move
511	unaryExp#Ident	reduction
512	Ident#Ident	move
513	callFunc#;	reduction
514	mulExpAtom#;	reduction
515	addExpAtom#;	reduction
516	relExpAtom#;	reduction
517	eqExpAtom#;	reduction
518	assignExpAtom#;	reduction
519	argVarDecl#;	reduction
520	;#;	move
521	blockItem#union	reduction
522	switchBlockElem#union	reduction
523	unionDecl#union	reduction
524	union#union	move
525	unionType#Ident	reduction
526	Ident#Ident	move
527	varDef#Ident	reduction
528	Ident#Ident	move
529	argVarDef#=	reduction
530	=#=	move
531	initVal#-	reduction
532	exp#-	reduction
533	assignExp#-	reduction
534	-#-	move
535	unaryExp#Ident	reduction
536	Ident#Ident	move
537	callFunc#,	reduction
538	mulExpAtom#,	reduction
539	addExpAtom#,	reduction
540	relExpAtom#,	reduction
541	eqExpAtom#,	reduction
542	assignExpAtom#,	reduction
543	argVarDecl#,	reduction
544	,#,	move
545	varDef#Ident	reduction
546	Ident#Ident	move
547	argVarDef#;	reduction
548	argVarDecl#;	reduction
549	;#;	move
550	blockItem#union	reduction
551	switchBlockElem#union	reduction
552	unionDecl#union	reduction
553	union#union	move
554	unionType#Ident	reduction
555	Ident#Ident	move
556	varDef#Ident	reduction
557	Ident#Ident	move
558	argVarDef#,	reduction
559	argVarDecl#,	reduction
560	,#,	move
561	varDef#Ident	reduction
562	Ident#Ident	move
563	argVarDef#=	reduction
564	=#=	move
565	initVal#Ident	reduction
566	exp#Ident	reduction
567	assignExp#Ident	reduction
568	Ident#Ident	move
569	callFunc#%	reduction
570	mulExpAtom#%	reduction
571	%#%	move
572	unaryExp#Ident	reduction
573	Ident#Ident	move
574	callFunc#;	reduction
575	mulExpAtom#;	reduction
576	addExpAtom#;	reduction
577	relExpAtom#;	reduction
578	eqExpAtom#;	reduction
579	assignExpAtom#;	reduction
580	argVarDecl#;	reduction
581	;#;	move
582	blockItem#}	reduction
583	switchBlockElem#}	reduction
584	switchBlockElem'#}	reduction
585	switchBlockElem'#}	reduction
586	switchBlockElem'#}	reduction
587	switchBlockElem'#}	reduction
588	}#}	move
589	argCaseBlock#case	reduction
590	case#case	move
591	constExp#INT	reduction
592	INT#INT	move
593	mulExpAtom#:	reduction
594	addExpAtom#:	reduction
595	relExpAtom#:	reduction
596	eqExpAtom#:	reduction
597	assignExpAtom#:	reduction
598	:#:	move
599	{#{	move
600	switchBlockElem#switch	reduction
601	switch#switch	move
602	(#(	move
603	unaryExp#Ident	reduction
604	Ident#Ident	move
605	callFunc#)	reduction
606	)#)	move
607	{#{	move
608	caseBlock#case	reduction
609	case#case	move
610	constExp#INT	reduction
611	INT#INT	move
612	mulExpAtom#:	reduction
613	addExpAtom#:	reduction
614	relExpAtom#:	reduction
615	eqExpAtom#:	reduction
616	assignExpAtom#:	reduction
617	:#:	move
618	{#{	move
619	switchBlockElem#int	reduction
620	int#int	move
621	varDef#Ident	reduction
622	Ident#Ident	move
623	argVarDef#=	reduction
624	=#=	move
625	initVal#(	reduction
626	exp#(	reduction
627	assignExp#(	reduction
628	(#(	move
629	exp#Ident	reduction
630	assignExp#Ident	reduction
631	Ident#Ident	move
632	callFunc#+	reduction
633	mulExpAtom#+	reduction
634	addExpAtom#+	reduction
635	+#+	move
636	mulExp#Ident	reduction
637	Ident#Ident	move
638	callFunc#)	reduction
639	mulExpAtom#)	reduction
640	addExpAtom#)	reduction
641	relExpAtom#)	reduction
642	eqExpAtom#)	reduction
643	assignExpAtom#)	reduction
644	)#)	move
645	mulExpAtom#+	reduction
646	addExpAtom#+	reduction
647	+#+	move
648	mulExp#Ident	reduction
649	Ident#Ident	move
650	callFunc#;	reduction
651	mulExpAtom#;	reduction
652	addExpAtom#;	reduction
653	relExpAtom#;	reduction
654	eqExpAtom#;	reduction
655	assignExpAtom#;	reduction
656	argVarDecl#;	reduction
657	;#;	move
658	blockItem#struct	reduction
659	switchBlockElem#struct	reduction
660	structDecl#struct	reduction
661	struct#struct	move
662	structType#Ident	reduction
663	Ident#Ident	move
664	varDef#Ident	reduction
665	Ident#Ident	move
666	argVarDef#=	reduction
667	=#=	move
668	initVal#Ident	reduction
669	exp#Ident	reduction
670	assignExp#Ident	reduction
671	Ident#Ident	move
672	callFunc#%	reduction
673	mulExpAtom#%	reduction
674	%#%	move
675	unaryExp#Ident	reduction
676	Ident#Ident	move
677	callFunc#,	reduction
678	mulExpAtom#,	reduction
679	addExpAtom#,	reduction
680	relExpAtom#,	reduction
681	eqExpAtom#,	reduction
682	assignExpAtom#,	reduction
683	argVarDecl#,	reduction
684	,#,	move
685	varDef#Ident	reduction
686	Ident#Ident	move
687	argVarDef#=	reduction
688	=#=	move
689	initVal#Ident	reduction
690	exp#Ident	reduction
691	assignExp#Ident	reduction
692	Ident#Ident	move
693	callFunc#+	reduction
694	mulExpAtom#+	reduction
695	addExpAtom#+	reduction
696	+#+	move
697	mulExp#Ident	reduction
698	Ident#Ident	move
699	callFunc#;	reduction
700	mulExpAtom#;	reduction
701	addExpAtom#;	reduction
702	relExpAtom#;	reduction
703	eqExpAtom#;	reduction
704	assignExpAtom#;	reduction
705	argVarDecl#;	reduction
706	;#;	move
707	blockItem#int	reduction
708	switchBlockElem#int	reduction
709	int#int	move
710	varDef#Ident	reduction
711	Ident#Ident	move
712	argVarDef#=	reduction
713	=#=	move
714	initVal#Ident	reduction
715	exp#Ident	reduction
716	assignExp#Ident	reduction
717	Ident#Ident	move
718	callFunc#+	reduction
719	mulExpAtom#+	reduction
720	addExpAtom#+	reduction
721	+#+	move
722	mulExp#Ident	reduction
723	Ident#Ident	move
724	callFunc#,	reduction
725	mulExpAtom#,	reduction
726	addExpAtom#,	reduction
727	relExpAtom#,	reduction
728	eqExpAtom#,	reduction
729	assignExpAtom#,	reduction
730	argVarDecl#,	reduction
731	,#,	move
732	varDef#Ident	reduction
733	Ident#Ident	move
734	argVarDef#;	reduction
735	argVarDecl#;	reduction
736	;#;	move
737	blockItem#union	reduction
738	switchBlockElem#union	reduction
739	unionDecl#union	reduction
740	union#union	move
741	unionType#Ident	reduction
742	Ident#Ident	move
743	varDef#Ident	reduction
744	Ident#Ident	move
745	argVarDef#,	reduction
746	argVarDecl#,	reduction
747	,#,	move
748	varDef#Ident	reduction
749	Ident#Ident	move
750	argVarDef#=	reduction
751	=#=	move
752	initVal#(	reduction
753	exp#(	reduction
754	assignExp#(	reduction
755	(#(	move
756	exp#Ident	reduction
757	assignExp#Ident	reduction
758	Ident#Ident	move
759	callFunc#*	reduction
760	mulExpAtom#*	reduction
761	*#*	move
762	unaryExp#Ident	reduction
763	Ident#Ident	move
764	callFunc#)	reduction
765	mulExpAtom#)	reduction
766	addExpAtom#)	reduction
767	relExpAtom#)	reduction
768	eqExpAtom#)	reduction
769	assignExpAtom#)	reduction
770	)#)	move
771	mulExpAtom#%	reduction
772	%#%	move
773	unaryExp#Ident	reduction
774	Ident#Ident	move
775	callFunc#;	reduction
776	mulExpAtom#;	reduction
777	addExpAtom#;	reduction
778	relExpAtom#;	reduction
779	eqExpAtom#;	reduction
780	assignExpAtom#;	reduction
781	argVarDecl#;	reduction
782	;#;	move
783	blockItem#}	reduction
784	switchBlockElem#}	reduction
785	switchBlockElem'#}	reduction
786	switchBlockElem'#}	reduction
787	switchBlockElem'#}	reduction
788	switchBlockElem'#}	reduction
789	}#}	move
790	argCaseBlock#}	reduction
791	defaultBlock#}	reduction
792	}#}	move
793	blockItem#union	reduction
794	switchBlockElem#union	reduction
795	unionDecl#union	reduction
796	union#union	move
797	unionType#Ident	reduction
798	Ident#Ident	move
799	varDef#Ident	reduction
800	Ident#Ident	move
801	argVarDef#=	reduction
802	=#=	move
803	initVal#(	reduction
804	exp#(	reduction
805	assignExp#(	reduction
806	(#(	move
807	exp#Ident	reduction
808	assignExp#Ident	reduction
809	Ident#Ident	move
810	callFunc#*	reduction
811	mulExpAtom#*	reduction
812	*#*	move
813	unaryExp#Ident	reduction
814	Ident#Ident	move
815	callFunc#)	reduction
816	mulExpAtom#)	reduction
817	addExpAtom#)	reduction
818	relExpAtom#)	reduction
819	eqExpAtom#)	reduction
820	assignExpAtom#)	reduction
821	)#)	move
822	mulExpAtom#+	reduction
823	addExpAtom#+	reduction
824	+#+	move
825	mulExp#(	reduction
826	(#(	move
827	exp#Ident	reduction
828	assignExp#Ident	reduction
829	Ident#Ident	move
830	callFunc#*	reduction
831	mulExpAtom#*	reduction
832	*#*	move
833	unaryExp#Ident	reduction
834	Ident#Ident	move
835	callFunc#)	reduction
836	mulExpAtom#)	reduction
837	addExpAtom#)	reduction
838	relExpAtom#)	reduction
839	eqExpAtom#)	reduction
840	assignExpAtom#)	reduction
841	)#)	move
842	mulExpAtom#;	reduction
843	addExpAtom#;	reduction
844	relExpAtom#;	reduction
845	eqExpAtom#;	reduction
846	assignExpAtom#;	reduction
847	argVarDecl#;	reduction
848	;#;	move
849	blockItem#union	reduction
850	switchBlockElem#union	reduction
851	unionDecl#union	reduction
852	union#union	move
853	unionType#Ident	reduction
854	Ident#Ident	move
855	varDef#Ident	reduction
856	Ident#Ident	move
857	argVarDef#=	reduction
858	=#=	move
859	initVal#Ident	reduction
860	exp#Ident	reduction
861	assignExp#Ident	reduction
862	Ident#Ident	move
863	callFunc#+	reduction
864	mulExpAtom#+	reduction
865	addExpAtom#+	reduction
866	+#+	move
867	mulExp#Ident	reduction
868	Ident#Ident	move
869	callFunc#,	reduction
870	mulExpAtom#,	reduction
871	addExpAtom#,	reduction
872	relExpAtom#,	reduction
873	eqExpAtom#,	reduction
874	assignExpAtom#,	reduction
875	argVarDecl#,	reduction
876	,#,	move
877	varDef#Ident	reduction
878	Ident#Ident	move
879	argVarDef#=	reduction
880	=#=	move
881	initVal#(	reduction
882	exp#(	reduction
883	assignExp#(	reduction
884	(#(	move
885	exp#Ident	reduction
886	assignExp#Ident	reduction
887	Ident#Ident	move
888	callFunc#/	reduction
889	mulExpAtom#/	reduction
890	/#/	move
891	unaryExp#Ident	reduction
892	Ident#Ident	move
893	callFunc#)	reduction
894	mulExpAtom#)	reduction
895	addExpAtom#)	reduction
896	relExpAtom#)	reduction
897	eqExpAtom#)	reduction
898	assignExpAtom#)	reduction
899	)#)	move
900	mulExpAtom#/	reduction
901	/#/	move
902	unaryExp#(	reduction
903	(#(	move
904	exp#Ident	reduction
905	assignExp#Ident	reduction
906	Ident#Ident	move
907	callFunc#/	reduction
908	mulExpAtom#/	reduction
909	/#/	move
910	unaryExp#Ident	reduction
911	Ident#Ident	move
912	callFunc#)	reduction
913	mulExpAtom#)	reduction
914	addExpAtom#)	reduction
915	relExpAtom#)	reduction
916	eqExpAtom#)	reduction
917	assignExpAtom#)	reduction
918	)#)	move
919	mulExpAtom#;	reduction
920	addExpAtom#;	reduction
921	relExpAtom#;	reduction
922	eqExpAtom#;	reduction
923	assignExpAtom#;	reduction
924	argVarDecl#;	reduction
925	;#;	move
926	blockItem#struct	reduction
927	switchBlockElem#struct	reduction
928	structDecl#struct	reduction
929	struct#struct	move
930	structType#Ident	reduction
931	Ident#Ident	move
932	varDef#Ident	reduction
933	Ident#Ident	move
934	argVarDef#=	reduction
935	=#=	move
936	initVal#-	reduction
937	exp#-	reduction
938	assignExp#-	reduction
939	-#-	move
940	unaryExp#Ident	reduction
941	Ident#Ident	move
942	callFunc#,	reduction
943	mulExpAtom#,	reduction
944	addExpAtom#,	reduction
945	relExpAtom#,	reduction
946	eqExpAtom#,	reduction
947	assignExpAtom#,	reduction
948	argVarDecl#,	reduction
949	,#,	move
950	varDef#Ident	reduction
951	Ident#Ident	move
952	argVarDef#;	reduction
953	argVarDecl#;	reduction
954	;#;	move
955	blockItem#union	reduction
956	switchBlockElem#union	reduction
957	unionDecl#union	reduction
958	union#union	move
959	unionType#Ident	reduction
960	Ident#Ident	move
961	varDef#Ident	reduction
962	Ident#Ident	move
963	argVarDef#,	reduction
964	argVarDecl#,	reduction
965	,#,	move
966	varDef#Ident	reduction
967	Ident#Ident	move
968	argVarDef#=	reduction
969	=#=	move
970	initVal#-	reduction
971	exp#-	reduction
972	assignExp#-	reduction
973	-#-	move
974	unaryExp#Ident	reduction
975	Ident#Ident	move
976	callFunc#;	reduction
977	mulExpAtom#;	reduction
978	addExpAtom#;	reduction
979	relExpAtom#;	reduction
980	eqExpAtom#;	reduction
981	assignExpAtom#;	reduction
982	argVarDecl#;	reduction
983	;#;	move
984	blockItem#}	reduction
985	switchBlockElem#}	reduction
986	switchBlockElem'#}	reduction
987	switchBlockElem'#}	reduction
988	switchBlockElem'#}	reduction
989	switchBlockElem'#}	reduction
990	switchBlockElem'#}	reduction
991	}#}	move
992	argCaseBlock#default	reduction
993	defaultBlock#default	reduction
994	default#default	move
995	:#:	move
996	{#{	move
997	switchBlockElem#struct	reduction
998	structDecl#struct	reduction
999	struct#struct	move
1000	structType#Ident	reduction
1001	Ident#Ident	move
1002	varDef#Ident	reduction
1003	Ident#Ident	move
1004	argVarDef#;	reduction
1005	argVarDecl#;	reduction
1006	;#;	move
1007	blockItem#int	reduction
1008	switchBlockElem#int	reduction
1009	int#int	move
1010	varDef#Ident	reduction
1011	Ident#Ident	move
1012	argVarDef#,	reduction
1013	argVarDecl#,	reduction
1014	,#,	move
1015	varDef#Ident	reduction
1016	Ident#Ident	move
1017	argVarDef#;	reduction
1018	argVarDecl#;	reduction
1019	;#;	move
1020	blockItem#}	reduction
1021	switchBlockElem#}	reduction
1022	switchBlockElem'#}	reduction
1023	switchBlockElem'#}	reduction
1024	}#}	move
1025	}#}	move
1026	blockItem#return	reduction
1027	}#return	error
